0, 25750
# take3
# lower      
96           ,152, 208, r
29           ,367, 408, r
14           ,511, 549, r
20           ,645, 686, r
37           ,792, 837, r
6            ,973, 1010, r
19           ,1159, 1197, r
3            ,1296, 1335, r
39           ,1413, 1481, r
8            ,1566, 1611, r
43           ,1698, 1750, r
21           ,1897, 1953, r
18           ,2051, 2099, r
20           ,2203, 2241, r
19           ,2354, 2397, r
14           ,2642, 2679, r
9            ,2773, 2809, r
47           ,2891, 2942, r
33           ,3049, 3098, r
43           ,3200, 3242, r
42           ,3349, 3392, r
11           ,3482, 3526, r
6            ,3619, 3653, r
8            ,3973, 4014, r
31           ,4078, 4118, r
41           ,4215, 4258, r
20           ,4376, 4414, r
18           ,4530, 4578, r
6            ,4675, 4721, r
35           ,4811, 4851, r
38           ,4947, 5001, r
46           ,5090, 5135, r
25           ,5246, 5287, r
31           ,5464, 5509, r
9            ,5577, 5610, r
46           ,5690, 5733, r
26           ,5825, 5865, r
12           ,5960, 6000, r
11           ,6084, 6119, r
22           ,6221, 6259, r
38           ,6424, 6469, r
8            ,6599, 6633, r
42           ,6735, 6772, r
47           ,6894, 6940, r
20           ,7192, 7225, r
46           ,7309, 7342, r
3            ,7447, 7481, r
11           ,7625, 7658, r
15           ,7794, 7831, r
26           ,7902, 7939, r
19           ,8067, 8110, r
45           ,8472, 8508, r
31           ,8604, 8641, r
41           ,8741, 8777, r
46           ,8886, 8924, r
33           ,9027, 9065, r
32           ,9156, 9193, r
12           ,9287, 9324, r
15           ,9471, 9498, r
9            ,9770, 9806, r
12           ,9921, 9965, r
25           ,10176, 10208, r
29           ,10297, 10335, r
19           ,10425, 10457, r
28           ,10568, 10612, r
47           ,10711, 10748, r
37           ,10852, 10890, r
38           ,11012, 11052, r
8            ,11149, 11184, r
34           ,11283, 11317, r
3            ,11409, 11440, r
9            ,11534, 11565, r
16           ,11659, 11695, r
2            ,11779, 11805, r
18           ,11918, 11950, r
22           ,12082, 12127, r
12           ,12220, 12262, r
18           ,12366, 12403, r
28           ,12500, 12536, r
39           ,12771, 12805, r
19           ,12999, 13030, r
8            ,13173, 13199, r
26           ,13296, 13331, r
14           ,13570, 13604, r
6            ,13731, 13762, r
29           ,13910, 13947, r
19           ,14038, 14070, r
8            ,14211, 14238, r
45           ,14425, 14461, r
42           ,14572, 14616, r
18           ,14826, 14859, r
20           ,14955, 14988, r
9            ,15134, 15160, r
6            ,15220, 15249, r
16           ,15369, 15401, r
41           ,15568, 15605, r
32           ,15785, 15827, r
11           ,15994, 16032, r
21           ,16140, 16176, r
22           ,16281, 16317, r
6            ,16405, 16435, r
18           ,16615, 16643, r
39           ,16802, 16839, r
26           ,16921, 16952, r
8            ,17043, 17073, r
5            ,17210, 17235, r
3            ,17327, 17354, r
2            ,17453, 17478, r
11           ,17589, 17621, r
21           ,17845, 17884, r
19           ,18244, 18281, r
43           ,18544, 18575, r
34           ,18799, 18842, r
3            ,19149, 19182, r
6            ,19265, 19298, r
35           ,19884, 19925, r
9            ,20003, 20033, r
42           ,20171, 20217, r
47           ,20301, 20338, r
45           ,20434, 20477, r
32           ,20843, 20882, r
33           ,20948, 20992, r
18           ,21092, 21141, r
25           ,21289, 21330, r
34           ,21404, 21450, r
26           ,21557, 21615, r
16           ,21710, 21749, r
29           ,21908, 21939, r
20           ,22107, 22139, r
40           ,22249, 22285, r
18           ,22398, 22437, r
28           ,22545, 22584, r
35           ,22686, 22727, r
29           ,22820, 22854, r
2            ,23004, 23033, r
18           ,23260, 23299, r
31           ,23394, 23425, r
6            ,23534, 23566, r
3            ,23689, 23724, r
22           ,24023, 24066, r
21           ,24205, 24244, r
6            ,24378, 24409, r
47           ,24528, 24572, r
33           ,24674, 24710, r
36           ,24828, 24864, r
8            ,25039, 25070, r
15           ,25114, 25146, r
34           ,25240, 25289, r
3            ,25497, 25531, r
9            ,25636, 25668, r
38           ,25751, 25793, r
