0, 19851
#take6
69,        -902,  -846, l
78,        -745,  -673, l
68,        -581,  -519, l
90,        -427,  -386, l
66,        -271,  -207, l
59,        -128,  -71, l
83,        52,    112, l
54,        227,   270, l
58,        386,   431, l
77,        553,   613, l
89,        792,   844, l
78,        977,   1036, l
92,        1201,  1253, l
77,        1387,  1451, l
53,        1541,  1598, l
24,        1808,  1870, l
51,        1979,  2032, l
63,        2173,  2243, l
77,        2364,  2418, l
99,        2578,  2612, l
79,        2743,  2805, l
1,         2936,  2973, l
63,        3093,  3146, l
66,        3293,  3347, l
98,        3512,  3579, l
91,        3740,  3793, l
78,        3975,  4029, l
67,        4203,  4261, l
50,        4432,  4488, l
51,        4628,  4678, l
91,        4804,  4865, l
27,        5011,  5058, l
65,        5207,  5281, l
64,        5409,  5470, l
57,        5620,  5673, l
90,        5804,  5847, l
61,        5966,  6020, l
55,        6160,  6214, l
80,        6363,  6403, l
58,        6521,  6573, l
52,        6729,  6792, l
59,        6957,  7010, l
27,        7132,  7186, l
86,        7353,  7421, l
88,        7560,  7621, l
23,        7751,  7820, l
62,        7978,  8024, l
10,        8202,  8257, l
98,        8407,  8477, l
54,        8630,  8684, l
52,        8808,  8854, l
58,        8988,  9049, l
85,        9181,  9238, l
72,        9361,  9420, l
53,        9542,  9608, l
78,        9720,  9774, l
81,        9880,  9956, l
60,        10078, 10128, l
88,        10235, 10296, l
87,        10430, 10486, l
50,        10633, 10675, l
92,        10821, 10866, l
76,        11004, 11063, l
10,        11206, 11246, l
1,         11390, 11429, l
51,        11558, 11605, l
62,        11744, 11805, l
58,        11925, 11971, l
63,        12105, 12177, l
65,        12323, 12387, l
98,        12516, 12585, l
70,        12747, 12792, l
76,        12900, 12957, l
94,        13068, 13127, l
79,        13248, 13305, l
68,        13446, 13500, l
53,        13627, 13683, l
83,        13872, 13929, l
80,        14073, 14126, l
62,        14268, 14321, l
23,        14420, 14473, l
91,        14585, 14657, l
63,        14791, 14853, l
1,         15013, 15048, l
59,        15164, 15213, l
61,        15318, 15368, l
78,        15499, 15554, l
60,        15717, 15764, l
66,        15911, 15978, l
54,        16100, 16156, l
97,        16301, 16363, l
50,        16512, 16551, l
86,        16710, 16763, l
80,        16901, 16948, l
78,        17060, 17112, l
69,        17253, 17313, l
76,        17486, 17527, l
61,        17645, 17699, l
98,        17853, 17912, l
79,        18047, 18109, l
64,        18235, 18294, l
54,        18417, 18480, l
62,        18610, 18658, l
52,        18783, 18836, l
1,         18956, 18988, l
58,        19117, 19167, l
80,        19307, 19350, l
87,        19466, 19541, l
81,        19647, 19704, l
72,        19828, 19881, l
99,        19990, 20033, l
