0,24355
#take6
56,-999, -868, l
50,-753, -672, l
27,-61, 14, l
54,118, 209, l
1 ,381, 467, l
77,681, 772, l
57,951, 1044, l
72,1224, 1308, l
78,1497, 1597, l
81,1760, 1842, l
69,2034, 2123, l
85,2280, 2353, l
82,2588, 2654, l
53,2816, 2889, l
24,3034, 3102, l
56,3236, 3325, l
59,3485, 3559, l
84,3755, 3814, l
76,3981, 4075, l
52,4255, 4329, l
63,4524, 4591, l
64,4802, 4882, l
1 ,5013, 5062, l
94,5305, 5384, l
93,5642, 5710, l
88,5913, 5985, l
76,6163, 6257, l
77,6479, 6543, l
58,6792, 6859, l
70,7157, 7215, l
61,7380, 7457, l
62,7725, 7800, l
68,7929, 8033, l
88,8233, 8315, l
79,8544, 8611, l
23,8922, 9014, l
65,9233, 9313, l
69,9467, 9545, l
85,9728, 9805, l
67,9954, 10035, l
89,10192, 10273, l
1 ,10606, 10649, l
56,10838, 10918, l
59,11068, 11132, l
10,11263, 11321, l
52,11579, 11644, l
54,11823, 11877, l
83,12107, 12223, l
79,12399, 12501, l
88,12669, 12781, l
81,12968, 13073, l
72,13229, 13333, l
97,13595, 13669, l
58,13805, 13901, l
63,14079, 14163, l
52,14339, 14405, l
50,14487, 14553, l
66,14904, 15010, l
60,15211, 15291, l
70,15397, 15474, l
76,15716, 15805, l
91,16000, 16086, l
92,16271, 16362, l
69,16568, 16660, l
62,16903, 16985, l
82,17232, 17323, l
27,17530, 17617, l
51,17800, 17890, l
10,18027, 18094, l
64,18260, 18322, l
79,18558, 18664, l
70,18855, 18935, l
84,19056, 19145, l
78,19425, 19527, l
87,19799, 19904, l
89,20040, 20133, l
1 ,20519, 20583, l
79,20766, 20870, l
59,21091, 21163, l
84,21430, 21535, l
55,21723, 21807, l
72,22161, 22251, l
77,22438, 22532, l
64,22884, 22979, l
93,23318, 23411, l
84,23640, 23749, l
70,24010, 24106, l
62,24423, 24497, l
