0,17398
#take1
90                    ,-1024, -1000, r
80                    ,-897, -885, r
23                    ,-804, -788, r
54                    ,-715, -701, r
63                    ,-618, -601, r
51                    ,-494, -480, r
50                    ,-403, -387, r
58                    ,-280, -266, r
52                    ,-192, -179, r
87                    ,-88, -74, r
77                    ,43, 57, r
85                    ,144, 159, r
72                    ,242, 260, r
69                    ,336, 350, r
97                    ,434, 449, r
81                    ,552, 567, r
78                    ,661, 675, r
92                    ,750, 761, r
62                    ,832, 846, r
88                    ,928, 943, r
55                    ,1038, 1057, r
60                    ,1150, 1164, r
93                    ,1249, 1265, r
66                    ,1347, 1364, r
79                    ,1447, 1463, r
94                    ,1577, 1593, r
83                    ,1634, 1650, r
56                    ,1750, 1762, r
59                    ,1846, 1861, r
1                     ,1969, 1984, r
23                    ,2064, 2080, r
65                    ,2142, 2155, r
90                    ,2243, 2255, r
80                    ,2339, 2354, r
54                    ,2435, 2451, r
63                    ,2557, 2568, r
52                    ,2636, 2650, r
85                    ,2750, 2763, r
77                    ,2858, 2873, r
89                    ,2951, 2967, r
69                    ,3066, 3081, r
92                    ,3170, 3185, r
55                    ,3287, 3299, r
76                    ,3376, 3387, r
88                    ,3495, 3508, r
61                    ,3591, 3605, r
60                    ,3697, 3712, r
93                    ,3785, 3803, r
60                    ,3888, 3903, r
79                    ,3984, 3998, r
83                    ,4106, 4122, r
56                    ,4206, 4224, r
90                    ,4312, 4329, r
80                    ,4411, 4427, r
58                    ,4510, 4520, r
65                    ,4649, 4668, r
27                    ,4762, 4776, r
23                    ,4824, 4842, r
64                    ,4933, 4945, r
54                    ,5036, 5049, r
51                    ,5135, 5151, r
52                    ,5241, 5252, r
63                    ,5363, 5374, r
85                    ,5442, 5454, r
58                    ,5563, 5573, r
57                    ,5688, 5701, r
67                    ,5789, 5800, r
87                    ,5901, 5915, r
82                    ,6010, 6025, r
86                    ,6100, 6115, r
85                    ,6211, 6224, r
72                    ,6323, 6335, r
78                    ,6413, 6428, r
68                    ,6524, 6536, r
97                    ,6635, 6646, r
24                    ,6736, 6748, r
53                    ,6846, 6859, r
56                    ,6981, 6996, r
66                    ,7074, 7084, r
83                    ,7198, 7210, r
59                    ,7290, 7308, r
10                    ,7399, 7414, r
27                    ,7502, 7513, r
80                    ,7597, 7612, r
64                    ,7786, 7799, r
23                    ,7881, 7894, r
1                     ,7970, 7983, r
66                    ,8080, 8094, r
93                    ,8207, 8220, r
84                    ,8290, 8307, r
88                    ,8425, 8437, r
55                    ,8524, 8540, r
92                    ,8632, 8647, r
62                    ,8746, 8760, r
70                    ,8833, 8845, r
78                    ,8945, 8958, r
81                    ,9039, 9052, r
68                    ,9155, 9169, r
86                    ,9246, 9258, r
97                    ,9349, 9363, r
67                    ,9442, 9458, r
58                    ,9572, 9585, r
57                    ,9649, 9663, r
77                    ,9761, 9775, r
91                    ,9883, 9897, r
10                    ,10004, 10017, r
54                    ,10093, 10106, r
51                    ,10211, 10223, r
52                    ,10322, 10337, r
63                    ,10441, 10457, r
1                     ,10519, 10530, r
59                    ,10619, 10634, r
66                    ,10742, 10760, r
94                    ,10848, 10862, r
24                    ,10956, 10972, r
90                    ,11008, 11021, r
80                    ,11075, 11092, r
82                    ,11165, 11180, r
56                    ,11275, 11290, r
97                    ,11375, 11389, r
70                    ,11472, 11484, r
60                    ,11583, 11597, r
93                    ,11666, 11680, r
66                    ,11794, 11810, r
53                    ,11890, 11904, r
83                    ,12006, 12021, r
88                    ,12094, 12107, r
78                    ,12226, 12239, r
72                    ,12319, 12334, r
87                    ,12423, 12437, r
86                    ,12514, 12528, r
89                    ,12628, 12642, r
81                    ,12718, 12729, r
70                    ,12830, 12841, r
60                    ,12920, 12938, r
56                    ,13025, 13040, r
64                    ,13142, 13156, r
1                     ,13240, 13253, r
10                    ,13312, 13323, r
83                    ,13412, 13424, r
93                    ,13509, 13522, r
66                    ,13587, 13602, r
70                    ,13702, 13718, r
61                    ,13799, 13814, r
62                    ,13907, 13924, r
78                    ,14012, 14027, r
92                    ,14123, 14134, r
89                    ,14230, 14245, r
69                    ,14352, 14363, r
85                    ,14454, 14468, r
58                    ,14568, 14585, r
82                    ,14681, 14697, r
97                    ,14802, 14814, r
# ためらいがあった    , r
99                    ,14900, 14950, r
53                    ,14995, 15008, r
27                    ,15162, 15176, r
56                    ,15306, 15322, r
64                    ,15444, 15465, r
50                    ,15524, 15539, r
63                    ,15626, 15639, r
54                    ,15723, 15737, r
93                    ,15833, 15846, r
83                    ,15936, 15953, r
90                    ,16062, 16075, r
24                    ,16151, 16162, r
82                    ,16302, 16314, r
57                    ,16385, 16396, r
97                    ,16548, 16560, r
62                    ,16642, 16655, r
68                    ,16745, 16758, r
78                    ,16844, 16857, r
88                    ,16939, 16954, r
93                    ,17067, 17079, r
83                    ,17190, 17203, r
24                    ,17291, 17307, r
53                    ,17383, 17398, r
58                    ,17633, 17646, r
77                    ,17862, 17875, r
90                    ,17985, 17998, r
56                    ,18238, 18253, r
80                    ,18351, 18364, r
23                    ,18457, 18467, r
65                    ,18559, 18573, r
58                    ,18679, 18691, r
70                    ,18776, 18786, r
83                    ,18884, 18896, r
94                    ,18995, 19006, r
98                    ,19089, 19102, r
78                    ,19206, 19219, r
72                    ,19345, 19360, r
85                    ,19421, 19431, r
67                    ,19519, 19533, r
57                    ,19631, 19644, r
77                    ,19763, 19776, r
89                    ,19867, 19880, r
