0,18175
# take5
# 19      ,-2467, -2451
# 14      ,-2386, -2369
# 47      ,-2233, -2209
# 37      ,-2126, -2088
#         
# # talk  
# 22      ,-1395, -1386
# 36      ,-1203, -1193
# 34      ,-1111, -1100
# 14      ,-1025, -1015
# 11      ,-934,  -925
# 21      ,-838,  -832
# 35      ,-738,  -729
# 43      ,-638,  -632
# 39      ,-29,   -22
# hides 
20      ,29,    41, l
42      ,123,   132, l
14      ,232,   242, l
31      ,362,   372, l
39      ,498,   507, l
14      ,650,   658, l
16      ,781,   797, l
19      ,904,   915, l
38      ,1016,  1032, l # 35と言っているが間違いか
46      ,1142,  1152, l
47      ,1326,  1335, l
20      ,1459,  1468, l
28      ,1585,  1592, l
18      ,1715,  1723, l
36      ,1829,  1837, l
6       ,1964,  1972, l
45      ,2093,  2103, l
31      ,2231,  2241, l
33      ,2378,  2386, l
25      ,2549,  2557, l
36      ,2687,  2695, l
31      ,2843,  2852, l
39      ,2994,  3003, l
41      ,3126,  3136, l
44      ,3258,  3267, l
36      ,3416,  3423, l
30      ,3551,  3559, l
15      ,3677,  3686, l
16      ,3798,  3805, l
8       ,3940,  3952, l
12      ,4060,  4068, l
36      ,4199,  4209, l
6       ,4345,  4354, l
2       ,4480,  4488, l
31      ,4612,  4620, l
26      ,4744,  4755, l
39      ,4886,  4894, l
5       ,5047,  5054, l
8       ,5174,  5182, l
28      ,5291,  5299, l
20      ,5420,  5427, l
45      ,5546,  5554, l
15      ,5692,  5702, l
33      ,5844,  5852, l
36      ,5975,  5985, l
4       ,6089,  6099, l
3       ,6214,  6224, l
33      ,6333,  6343, l
8       ,6482,  6490, l
25      ,6607,  6615, l
30      ,6765,  6772, l
33      ,6883,  6893, l
5       ,7016,  7027, l
26      ,7126,  7133, l
42      ,7254,  7261, l
29      ,7388,  7397, l
37      ,7528,  7535, l
41      ,7680,  7690, l
46      ,7835,  7841, l
12      ,7970,  7979, l
6       ,8102,  8110, l
14      ,8243,  8252, l
29      ,8356,  8365, l
37      ,8486,  8498, l
9       ,8657,  8667, l
2       ,8813,  8819, l
33      ,8955,  8967, l
39      ,9092,  9100, l
37      ,9239,  9246, l
9       ,9391,  9402, l
4       ,9552,  9561, l
15      ,9669,  9677, l
8       ,9807,  9815, l
2       ,9902,  9911, l
31      ,10025, 10033, l
25      ,10143, 10151, l
32      ,10261, 10271, l
3       ,10399, 10406, l
40      ,10519, 10526, l
42      ,10639, 10647, l
26      ,10796, 10805, l
38      ,10919, 10928, l
14      ,11074, 11081, l
37      ,11280, 11287, l
12      ,11470, 11478, l
9       ,11605, 11613, l
35      ,11742, 11750, l
6       ,11883, 11891, l
21      ,12010, 12020, l
22      ,12137, 12148, l
28      ,12270, 12279, l
20      ,12410, 12419, l
2       ,12567, 12576, l
3       ,12701, 12710, l
6       ,12825, 12836, l
14      ,12974, 12986, l
36      ,13109, 13118, l
37      ,13231, 13242, l
38      ,13419, 13428, l
41      ,13539, 13548, l
45      ,13701, 13710, l
44      ,13866, 13874, l
14      ,14022, 14032, l
39      ,14187, 14196, l
30      ,14358, 14366, l
36      ,14524, 14534, l
41      ,14651, 14659, l
96      ,14794, 14802, l
11      ,14931, 14940, l
4       ,15058, 15069, l
40      ,15167, 15176, l
39      ,15288, 15298, l
20      ,15425, 15436, l
2       ,15553, 15561, l
41      ,15676, 15686, l
38      ,15791, 15799, l
16      ,15901, 15910, l
31      ,16069, 16080, l
19      ,16201, 16213, l
35      ,16328, 16337, l
22      ,16453, 16464, l
26      ,16615, 16624, l
39      ,16742, 16753, l
33      ,16870, 16880, l
14      ,17045, 17058, l
20      ,17161, 17169, l
9       ,17275, 17286, l
6       ,17384, 17393, l
37      ,17499, 17508, l
35      ,17637, 17645, l
34      ,17761, 17769, l
14      ,17905, 17918, l
21      ,18050, 18061, l
12      ,18166, 18175, l
2       ,18300, 18309, l
