0, 19699
# take4
#     -2681, -2659, r
#     -2617, -2594, r
37,   -1621, -1552, r
36,   -1500, -1460, r
47,   -1398, -1349, r
42,   -1282, -1242, r
14,   -1189, -1154, r
22,   -1094, -1058, r
29,   -994, -1002, r
11,   -895,  -866, r
38,   -804,  -769, r
6 ,   -708,  -681, r
45,   -603,  -574, r
39,   -504,  -461, r
42,   -387,  -361, r
14,   -128,  -102, r
28,   -38,   -12, r
20,   55,    86, r
43,   151,   181, r
42,   299,   324, r
12,   409,   436, r
11,   512,   538, r
9 ,   602,   628, r
41,   693,   728, r
3 ,   817,   849, r
2 ,   909,   936, r
15,   1008,   1042, r
96,   1123,  1157, r
11,   1247,  1280, r
21,   1350,  1384, r
37,   1454,  1491, r
47,   1564,  1591, r
20,   1665,  1701, r
45,   1858,  1896, r
39,   1960,  2008, r
33,   2065,  2090, r
19,   2144,  2179, r
8 ,   2249,  2277, r
15,   2349,  2383, r
26,   2459,  2489, r
3 ,   2586,  2617, r
2 ,   2671,  2697, r
9 ,   2772,  2813, r
38,   2870,  2910, r
4 ,   2977,  3004, r
15,   3072,  3102, r
31,   3173,  3208, r
5 ,   3272,  3303, r
30,   3365,  3399, r
40,   3476,  3508, r
33,   3576,  3608, r
19,   3675,  3710, r
39,   3769,  3805, r
32,   3860,  3887, r
43,   3965,  3993, r
20,   4080,  4103, r
42,   4182,  4215, r
22,   4284,  4326, r
35,   4386,  4419, r
47,   4459,  4490, r
20,   4715,  4742, r
40,   4824,  4850, r
4 ,   4918,  4942, r
46,   5017,  5069, r
3 ,   5117,  5151, r
2 ,   5214,  5243, r
9 ,   5320,  5350, r
6 ,   5413,  5446, r
12,   5513,  5543, r
11,   5610,  5643, r
38,   5802,  5834, r
3,    5973,  6002, r
46,   6066,  6098, r
4 ,   6160,  6182, r
40,   6246,  6275, r
30,   6342,  6377, r
5 ,   6446,  6470, r
31,   6534,  6563, r
15,   6630,  6655, r
38,   6803,  6835, r
37,   7106,  7133, r
21,   7197,  7224, r
38,   7294,  7318, r
9 ,   7396,  7431, r
22,   7519,  7546, r
25,   7627,  7653, r
34,   7731,  7754, r
14,   7825,  7847, r
42,   7923,  7955, r
20,   8023,  8048, r
43,   8113,  8136, r
39,   8226,  8256, r
33,   8320,  8349, r
32,   8415,  8446, r
19,   8507,  8540, r
8 ,   8615,  8640, r
26,   8763,  8785, r
15,   8916,  8944, r
4 ,   9008,  9031, r
46,   9098,  9130, r
3 ,   9197,  9219, r
2 ,   9293,  9318, r
16,   9404,  9434, r
41,   9502,  9530, r
9 ,   9603,  9627, r
38,   9708,  9747, r
12,   9817,  9843, r
29,   9960,  9994, r
36,   10058, 10103, r
37,   10160, 10185, r
11,   10259, 10288, r
12,   10361, 10396, r
6 ,   10452, 10475, r
18,   10612, 10634, r
28,   10730, 10773, r
42,   10827, 10850, r
22,   10934, 10970, r
29,   11044, 11089, r
5 ,   11252, 11278, r
31,   11345, 11396, r
30,   11446, 11472, r
40,   11535, 11560, r
4 ,   11630, 11652, r
46,   11715, 11741, r
15,   11807, 11830, r
19,   11906, 11938, r
33,   12000, 12026, r
20,   12113, 12138, r
25,   12200, 12218, r
45,   12556, 12581, r
9 ,   12645, 12664, r
38,   12727, 12757, r
12,   12817, 12842, r
6 ,   12916, 12942, r
11,   13009, 13034, r
36,   13101, 13130, r
35,   13192, 13219, r
47,   13289, 13314, r
14,   13479, 13501, r
28,   13582, 13617, r
5 ,   13863, 13888, r
31,   13956, 13988, r
8 ,   14052, 14070, r
43,   14185, 14214, r
6 ,   14402, 14431, r
12,   14492, 14516, r
11,   14580, 14606, r
21,   14670, 14692, r
29,   14794, 14829, r
36,   14905, 14930, r
35,   14989, 15021, r
47,   15089, 15136, r
42,   15198, 15254, r
22,   15319, 15359, r
29,   15696, 15748, r
96,   15810, 15843, r
21,   15903, 15932, r
11,   16004, 16037, r
37,   16109, 16142, r
47,   16227, 16257, r
42,   16339, 16365, r
34,   16446, 16473, r
25,   16548, 16577, r
18,   16668, 16688, r
20,   16777, 16803, r
19,   16893, 16922, r
45,   17005, 17031, r
39,   17114, 17139, r
32,   17209, 17239, r
33,   17322, 17344, r
40,   17437, 17462, r
30,   17539, 17560, r
19,   17623, 17652, r
6 ,   18076, 18100, r
12,   18152, 18177, r
38,   18240, 18271, r
9 ,   18334, 18376, r
41,   18426, 18462, r
16,   18543, 18573, r
2 ,   18639, 18670, r
3 ,   18735, 18769, r
46,   18849, 18888, r
4 ,   18972, 19018, r
40,   19094, 19122, r
30,   19199, 19224, r
31,   19296, 19326, r
5 ,   19395, 19424, r
15,   19579, 19627, r
8 ,   19666, 19699, r
# 19,   19761, 19803, r
