0, 20175
# take4
# 85    
# 69    
# 87    
# 89    
# 72    
# 81    
# 78    
# 68    
# 88    
# 84    
90    ,34,    49, l
61    ,110,   124, l
53    ,182,   196, l
80    ,263,   275, l
56    ,339,   358, l
82    ,421,   435, l
65    ,497,   515, l
93    ,568,   581, l
60    ,643,   657, l
90    ,719,   733, l
70    ,802,   816, l
61    ,877,   889, l
88    ,951,   964, l
84    ,1030,  1042, l
93    ,1105,  1117, l
59    ,1186,  1199, l
76    ,1266,  1279, l
79    ,1347,  1359, l
66    ,1426,  1441, l
65    ,1506,  1521, l
83    ,1655,  1669, l
1     ,1731,  1748, l
64    ,1806,  1819, l
50    ,1887,  1901, l
10    ,1963,  1976, l
51    ,2043,  2057, l
52    ,2123,  2135, l
27    ,2196,  2209, l
62    ,2276,  2291, l
58    ,2354,  2368, l
85    ,2429,  2442, l
77    ,2507,  2524, l
91    ,2589,  2602, l
69    ,2672,  2684, l
86    ,2757,  2769, l
67    ,2832,  2846, l
80    ,2912,  2923, l
53    ,2987,  3002, l
72    ,3067,  3078, l
89    ,3147,  3158, l
81    ,3229,  3251, l
78    ,3309,  3323, l
92    ,3397,  3410, l
55    ,3479,  3494, l
88    ,3559,  3574, l
84    ,3640,  3655, l
76    ,3722,  3737, l
90    ,3801,  3818, l
70    ,3886,  3896, l
61    ,3963,  3977, l
23    ,4041,  4055, l
56    ,4116,  4134, l
82    ,4200,  4222, l
65    ,4273,  4286, l
57    ,4360,  4377, l
83    ,4438,  4453, l
10    ,4518,  4530, l
64    ,4599,  4612, l
1     ,4673,  4685, l
54    ,4740,  4755, l
10    ,4818,  4832, l
51    ,4902,  4917, l
63    ,4987,  5000, l
52    ,5073,  5086, l
27    ,5148,  5162, l
77    ,5234,  5247, l
58    ,5306,  5321, l
62    ,5396,  5414, l
97    ,5471,  5486, l
67    ,5551,  5568, l
85    ,5624,  5640, l
86    ,5702,  5717, l
72    ,5776,  5789, l
80    ,5925,  5944, l
82    ,6003,  6016, l
57    ,6079,  6101, l
70    ,6152,  6166, l
90    ,6225,  6240, l
60    ,6304,  6316, l
79    ,6375,  6388, l
66    ,6450,  6464, l
93    ,6527,  6544, l
94    ,6605,  6619, l
98    ,6683,  6697, l
65    ,6767,  6781, l
83    ,6848,  6861, l
64    ,6926,  6940, l
59    ,7008,  7023, l
1     ,7084,  7098, l
64    ,7164,  7180, l
54    ,7246,  7259, l
51    ,7331,  7350, l
50    ,7410,  7427, l
